"area_name","section_id","section_name","loc_from","loc_to","lane","length","score_rank","defects_reason","n_deficits","naasra_85","surf_thick","surf_layer_no","surf_material","surf_function","surf_width","rut_lwpmean_85","rut_rwpmean_85","onrc","pave_type","road_use","no_of_bus_routes","no_of_lanes","urban_rural","nzta_hierarchy","adt","heavy_perc","onf_street_category","fwd_d0_85","fwd_sci_85","onf_movement_rank","onf_freight","surf_class","area_m2","pct_poth","pct_flush","pct_allig","pct_lt_crax","pct_shove","pct_rut","pct_scabb","maint_pa_qty","maint_pa_pctlast","maint_su_qty","maint_su_pctlast","onrc_weight","is_roundabout","is_rehab_route","pave_use","road_class","next_surf","maint_su_count","maint_pa_count","msd_remlife_lwp","msd_remlife_rwp","struc_deficit","can_treat","authority","surf_life_expected","surf_date","pave_date","cond_survey_date","roughsegment_date","hsd_date"
"GRANT RD_325_id_5157",5157,"GRANT RD",325,690,"All","365",57.18404613,"none",0,135.35,0,2,"1CHIP","R",7.5,4.75,3,"Secondary Collector","T","NoData",0,2,"R","SECONDARY COLLECTOR",485,10,"Local Streets",-1,-1,"M4","F6","seal",2737.5,0,8.333333333,0,0,0,0,0.37037037,0,0,0,0,40,FALSE,TRUE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Invercargill CC",12,"2011-11-27","1950-10-07","2021-08-02","2022-07-15","2022-07-15"
"MACKENZIES RD_00000",1361,"MACKENZIES RD",0,366,"All","366",50,"none",0,87,10,5,"1CHIP3","R",6.4,12,5,"Access","T","NoData",0,2,"R","LOCAL",120,10,"Rural Roads",558,186,"M5","F7","seal",2342,0,4.296875,0,0,0,0,0.5859375,0,0,0,0,40,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Hurunui DC",12,"2011-11-27","1981-11-27","2022-11-27","2022-08-13","2023-11-27"
"JAG WAY_0_id_791",791,"JAG WAY",0,179,"all","179",47.6532567,"none",0,123.15,30,2,"AC","1",7,7.3,3,"Low Volume","T","NoData",0,2,"U","LOCAL",50,1,"Local Streets",-1,-1,"M5","F8","ac",1253,0,0,0,0,0,0,0,0,0,0,0,20,FALSE,FALSE,1,"unknown","ac",0,0,-1,-1,-1,TRUE,"Ashburton DC",8,"2021-04-29","2021-03-05","2023-10-07","2022-05-14","2019-09-08"
"JENNIFER ST_227_id_1248",1248,"JENNIFER ST",227,432,"all","205",66.90707121,"naasra = 92.2 | POTFILL = 7.8 |",2,187.95,9,1,"2CHIP","R",9.42111740574331,3.85,3,"Secondary Collector","T","NoData",0,2,"U","LOCAL",707,1,"Local Streets",-1,-1,"M5","F6","seal",1931.32906817738,0.0647222692702307,52.1951219512195,0,0,0.48780487804878,0,0.0517778154161845,512.1951,0,0,0,40,TRUE,TRUE,1,"unknown","seal",0,0,4.75,-1,-1,TRUE,"Christchurch CC",12,"2006-10-18","1958-07-11","2023-10-07","2023-06-01","2010-08-20"
"PAISLEY ST_374_id_5539",5539,"PAISLEY ST",374,402,"All","28",17.01105238,"LEVEL-DEPRESS = 100 |",1,214.75,6,3,"2CHIP","R",8.9,6,4,"Access","T","NoData",0,2,"U","ACCESS",405,6,"NoData",-1,-1,"NoData","NoData","seal",249.2,0,0,3.571428571,7.142857143,0,0,0.401284109,0,0,0,0,35,FALSE,TRUE,1,"unknown","seal",0,1,-1,-1,-1,TRUE,"Invercargill CC",12,"2023-11-27","1961-08-31","2021-08-02","2022-07-11","2022-07-11"
"BACK TRACK_9130_id_40",40,"BACK TRACK",9130,9856,"all","726",47.6532567,"none",0,45,5,1,"1CHIP","R",6.5,6,2,"Access","T","NoData",0,2,"R","LOCAL",130,26,"Rural Roads",-1,-1,"M5","F7","seal",4719,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,TRUE,1,"unknown","seal",0,0,25.83,-1,2.69671097868439,TRUE,"Ashburton DC",12,"2006-07-26","1956-07-07","2023-10-07","2023-05-28","2019-09-08"
"RESERVE TERRACE_786_id_5295",5295,"RESERVE TERRACE",786,957,"all","171",97.46331758,"naasra = 100 |",1,251.35,8,2,"2CHIP","R",6.3,12.9,6.8,"Access","T","NoData",0,2,"U","LOCAL",250,4,"Local Streets",-1,-1,"M5","F7","seal",1077.3,0,0,5.84795321637427,1.16959064327485,1.16959064327485,0,0,0,0,0,0,35,TRUE,TRUE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Christchurch CC",12,"2006-08-02","1987-09-22","2023-10-07","2023-06-01","2019-09-08"
"DAVIS CRESCENT_320_id_155",155,"DAVIS CRESCENT",320,602,"all","282",91.95402299,"naasra = 100 |",1,110.45,8,1,"RACK","R",8.1,7,7.1,"Access","T","NoData",0,2,"U","LOCAL",485,2,"Local Streets",-1,-1,"M4","F7","seal",2284.2,0,0,0,0,0,0,6.613756614,0,0,0,0,35,FALSE,FALSE,2,"4","seal",0,0,17.24,-1,-1,TRUE,"Ashburton DC",12,"2019-05-25","1956-07-07","2023-10-07","2023-06-01","2010-08-20"
"DOMINION ROAD_979_id_251",251,"DOMINION ROAD",979,1400,"all","421",62.8372234,"none",0,111.95,11,1,"2CHIP","R",5.7,5,2,"Access","T","NoData",0,2,"R","LOCAL",198,7.79,"NoData",1231.82,491.65,"NoData","NoData","seal",2399.7,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,TRUE,2,"NoData","seal",-1,-1,-1,-1,1.2887732881684,TRUE,"Timaru DC",12,"2010-08-09","2003-09-19","2021-06-19","2021-09-22","2021-09-22"
"WORSLEYS RD_2060_id_2683",2683,"WORSLEYS RD",2060,2605,"all","545",42.75055956,"naasra = 100 |",1,157,8,1,"2CHIP","1",8,9,6,"Low Volume","T","NoData",0,2,"U","LOCAL",523,5,"Local Streets",-1,-1,"M5","F8","seal",4360,0.0280269058295964,1.79372197309417,0,0,0,0,0,0,0,0,0,20,TRUE,TRUE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Christchurch CC",12,"2022-07-22","1970-07-07","2023-10-07","2022-05-14","2019-09-08"
"MAYFIELD VALETTA ROAD_8464_id_378",378,"MAYFIELD VALETTA ROAD",8464,8734,"all","270",98.24393359,"Stabilisation = 100 |",1,59.95,11,1,"B/S","R",3,9,6,"Primary Collector","T","NoData",0,2,"R","PRINCIPAL",750,26,"Rural Connectors",907.6,-1,"M3","F5","seal",810,0.291666667,0,9,0,9.5,0.5,1.333333333,0,0,0,0,50,FALSE,FALSE,4,"4","seal",0,0,4.74,-1,3.44845150774246,TRUE,"Ashburton DC",12,"2011-08-02","1956-07-07","2023-10-07","2022-05-21","2019-09-08"
"MAIN NORTH RD 3 EAST / TO LOWRY AVE_3115_id_2893",2893,"MAIN NORTH RD 3 EAST / TO LOWRY AVE",3115,6012,"all","2897",42.75055956,"none",0,92.4,25,1,"AC","R",9.42111740574331,2.25,2.7,"Arterial","T","NoData",0,2,"U","MAJOR ARTERIAL",20289,4.3,"Urban Connectors",-1,-1,"M2","F1","ac",27292.9771244384,0,0,0,0,0,0,0,0,0,0,0,75,TRUE,TRUE,5,"2","ac",0,0,18.99,-1,0.101196362487129,TRUE,"Christchurch CC",8,"1998-06-12","1941-06-26","2023-10-07","2023-06-01","2010-08-20"
"HAWKRIDGE HEIGHTS_13_id_2013",2013,"HAWKRIDGE HEIGHTS",13,62,"All","49",32.34231731,"rwpMeanRut = 58.8 | lwpMeanRut = 19.6 | Mill & Fill - Shear Failure = 14.1 |",3,147.95,25,1,"AC","2",9.6,5.95,10.8,"Access","T","Unknown",0,2,"U","ACCESS",540,3.73,"Local Streets",-1,-1,"M4","F7","ac",470.4,0,0,2.5,0,0,0,0,0,0,0,0,35,FALSE,FALSE,3,"4","seal",-1,-1,-1,-1,-1,FALSE,"Tauranga CC",8,"2004-05-02","2004-05-02","2023-06-16","2023-06-05","2023-06-05"
"SMITHFIELD ROAD_300_id_554",554,"SMITHFIELD ROAD",300,2271,"all","1971",47.6532567,"naasra = 100 |",1,46.9,10,1,"1CHIP","R",6.4,5,3,"Secondary Collector","T","NoData",0,2,"U","COLLECTOR",525,10,"Peri-urban Roads",-1,-1,"M5","F6","seal",12614.4,0.0390625,0,3,0,2,0,0.3125,0,0,0,0,40,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2009-09-03","1956-07-07","2023-10-07","2023-05-28","2010-08-20"
"GIBSON STREET_228_id_326",326,"GIBSON STREET",228,408,"all","180",87.52652319,"STAB = 81.8 | Premix Reshaping = 18.2 |",2,251.65,9,3,"2CHIP","R",6.4,7.35,3,"Access","T","NoData",0,2,"U","LOCAL",252,5.18,"NoData",-1,-1,"NoData","NoData","seal",1152,0.759548611111111,0,0,0,0,0,0.434027777777778,0,0,0,0,35,FALSE,TRUE,2,"NoData","seal",0,2,-1,-1,-1,TRUE,"Timaru DC",12,"2023-06-27","1939-07-11","2021-07-11","2021-09-25","2021-09-25"
"HEDLEY ROAD_350_id_404",404,"HEDLEY ROAD",350,650,"all","300",25.31070021,"msd_lwp_remlife = 88.7 | snp_fwd = 11.3 |",2,85.35,11,3,"2CHIP","R",5.7,6,3,"Access","T","NoData",0,2,"R","COLLECTOR",422,13.29,"NoData",1800.09,905.86,"NoData","NoData","seal",1710,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,TRUE,2,"NoData","seal",-1,-1,25.98,-1,2.69241347696539,TRUE,"Timaru DC",12,"2014-06-26","1975-07-22","2021-06-19","2022-07-26","2022-07-26"
"DERWENT ST_104_id_5319",5319,"DERWENT ST",104,202,"All","98",12.54204709,"SERVCOVER-UNEVEN = 100 |",1,133.15,5,2,"2CHIP","R",8.8,3.7,3,"Access","T","NoData",0,2,"U","ACCESS",636,6,"Local Streets",-1,-1,"M4","F7","seal",862.4,0,0,0,1.020408163,0,0,0,0,0,0,0,35,FALSE,TRUE,2,"unknown","seal",0,2,-1,-1,-1,TRUE,"Invercargill CC",12,"2004-11-26","1958-10-03","2021-08-02","2022-07-07","2022-07-07"
"KEAHI RISE_0_id_7086",7086,"KEAHI RISE",0,108,"All","108",78.07724368,"Construction_Joint = 42.6 | Mechanical_Damage = 32.5 | Flushing = 10.7 |",3,84.75,25,1,"AC","2",12.5,4.35,1,"Low Volume","T","Urban Industrial",0,2,"U","LOW VOLUME",50,15,"Local Streets",-1,-1,"M5","F8","ac",1350,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,20,FALSE,TRUE,1,"1A","ac",-1,-1,99.9,-1,0,TRUE,"Tauranga CC",8,"2017-03-16","2017-03-12","2023-06-01","2023-06-19","2023-06-19"
"FRENCH FARM VALLEY ROAD_0_id_5100",5100,"FRENCH FARM VALLEY ROAD",0,58,"all","58",42.75055956,"none",0,182,11,1,"2CHIP","R",5.1,7.5,2.25,"Access","T","NoData",0,2,"R","LOCAL",167,5,"Rural Roads",-1,-1,"M5","F7","seal",295.8,0,0,8.62068965517241,0,0,0,0,0,0,0,0,35,TRUE,TRUE,1,"unknown","seal",0,0,25.83,-1,-1,TRUE,"Christchurch CC",12,"2012-05-02","1991-09-19","2023-10-07","2022-05-17","2010-08-20"
"MILFORD-CLANDEBOYE ROAD_8300_id_605",605,"MILFORD-CLANDEBOYE ROAD",8300,8700,"all","400",86.23825402,"msd_lwp_remlife = 96.7 | EDGBRKRPR = 3.3 |",2,66.45,7,1,"2CHIP","R",6.7,6,2,"Secondary Collector","T","NoData",0,2,"R","PRINCIPAL",451,8.12,"Rural Connectors",947.66,279.1,"M3","F6","seal",2680,0,3.75,0,0,0,0,0.373134328358209,0,0,0,0,40,FALSE,TRUE,2,"unknown","seal",0,1,6.32,-1,3.45456397718011,TRUE,"Timaru DC",12,"2016-06-15","1965-07-18","2021-06-22","2022-07-26","2022-07-26"
"KING STREET_5_id_193",193,"KING STREET",5,117,"All","112",58.11240721,"naasra = 100 |",1,98,25,2,"AC","R",14,8,4,"Access","T","NoData",0,2,"U","LOCAL",2777,4,"Activity Streets",-1,-1,"M3","F7","ac",1568,0.0159438775510204,0,41.0714285714286,0,0,0.892857142857143,0.0637755102040816,0,0,0,0,35,FALSE,FALSE,5,"unknown","ac",0,0,-1,-1,-1,TRUE,"Masterton DC",8,"2004-11-08","2008-08-12","2022-03-27","2022-04-22","2022-04-22"
"R72 - WINCHESTER-GERALDINE ROAD_7500_id_1020",1020,"R72 - WINCHESTER-GERALDINE ROAD",7500,8000,"all","500",62.8372234,"none",0,49.3,8,3,"2CHIP","R",8.4,9.35,7,"Arterial","T","NoData",0,2,"R","REG.ARTERIAL",2147,9.63,"NoData",586.94,163.64,"NoData","NoData","seal",4200,0,0,0,0,0,0,0,0,0,0,0,75,FALSE,TRUE,2,"NoData","seal",-1,-1,53,-1,1.85937089053706,TRUE,"Timaru DC",12,"2016-07-03","1955-07-19","2021-07-14","2023-06-30","2023-06-30"
"AMURI AVE WEST_00219",1010,"AMURI AVE WEST",219,390,"All","171",50,"none",0,155.3,30,3,"AC","R",13.8,12,5,"Secondary Collector","T","NoData",0,2,"U","LOCAL",596,8.1,"Activity Streets",639,213,"M3","F6","ac",2360,0,0,0,3.200625,0,0,0,0,0,0,0,60,FALSE,TRUE,3,"unknown","ac",0,0,-1,-1,-1,TRUE,"Hurunui DC",8,"2011-11-27","1976-11-26","2022-11-27","2022-08-20","2023-11-27"
"MARONAN ROAD_10_id_371",371,"MARONAN ROAD",10,106,"all","96",47.6532567,"none",0,102.75,50,2,"AC","1",13,5.1,3.55,"Primary Collector","T","NoData",0,2,"U","PRINCIPAL",975,16.6,"Activity Streets",411.65,-1,"M3","F5","ac",1248,0,0,0,0,0,0,0,0,0,0,0,50,FALSE,FALSE,4,"unknown","ac",0,0,39.22,-1,-1,TRUE,"Ashburton DC",8,"2020-11-15","2020-11-12","2023-10-07","2022-05-17","2019-09-08"
"ST MICHAELS AVENUE_332_id_2092",2092,"ST MICHAELS AVENUE",332,486,"All","154",5.529313698,"Construction_Joint = 97.5 | Mechanical_Damage = 2.5 |",2,80,25,1,"AC","2",8.38399056285811,3.2,4.2,"Access","T","Unknown",0,1,"U","ACCESS",530,3.73,"Local Streets",-1,-1,"M4","F7","ac",1291.13454668015,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,FALSE,3,"4","seal",-1,-1,-1,-1,-1,TRUE,"Tauranga CC",8,"2009-05-02","2009-05-02","2023-06-16","2023-08-20","2023-08-20"
"FAIRVIEW ROAD_5800_id_290",290,"FAIRVIEW ROAD",5800,6050,"all","250",86.66262504,"naasra = 92.6 | snp_fwd = 7.4 |",2,111.75,8,3,"2CHIP","R",5.8,6,2,"Secondary Collector","T","NoData",0,2,"R","PRINCIPAL",568,11.23,"NoData",1783.01,472.04,"NoData","NoData","seal",1450,0,0,0,0,0,0,0,0,0,0,0,40,FALSE,TRUE,2,"NoData","seal",-1,-1,-1,-1,2.32663743002817,TRUE,"Timaru DC",12,"2019-06-23","1965-07-18","2021-06-15","2023-06-30","2023-06-30"
"DUNNS STREET_00000",415,"DUNNS STREET",0,147,"All","147",50,"none",0,147,11,2,"2CHIP3","R",10.6,9,5,"Access","T","NoData",0,2,"U","NoData",202,4,"Local Streets",802,184,"NoData","NoData","seal",1558,0,0,1.053,0.573,0,0,0.513,0,0,0,0,35,FALSE,TRUE,2,"NoData","seal",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",12,"2002-02-08","1963-11-27","2023-11-27","2023-11-27","2023-11-27"
"LEADER RD EAST_09962",1675,"LEADER RD EAST",9962,10300,"All","338",50,"none",0,126,10,4,"2CHIP3","R",6.1,4,4,"Secondary Collector","T","NoData",0,2,"R","ARTERIAL",220,19.2,"Rural Connectors",657,219,"M3","F6","seal",2062,0,0,0,0,0,0,0,0,0,0,0,60,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Hurunui DC",12,"2022-11-27","1978-11-27","2022-11-27","2022-08-16","2023-11-27"
"BEACONSFIELD ROAD_8950_id_66",66,"BEACONSFIELD ROAD",8950,9250,"all","300",93.05850258,"STAB = 91.4 | naasra = 8.1 | snp_fwd = 0.5 |",3,82.05,11,2,"2CHIP","2",6.5,6.65,2,"Secondary Collector","T","NoData",0,2,"R","COLLECTOR",317,16.27,"NoData",1404.29,431.12,"NoData","NoData","seal",1950,0.769230769230769,0,1.66666666666667,0,0,0,0,0,0,0,0,40,FALSE,TRUE,2,"NoData","seal",-1,-1,70.9,-1,1.42882825363756,TRUE,"Timaru DC",12,"2021-08-16","2018-10-03","2021-06-15","2023-06-30","2023-06-30"
"LE BONS BAY ROAD_8374_id_5223",5223,"LE BONS BAY ROAD",8374,8416,"all","42",66.4096825,"naasra = 100 |",1,209.25,11,1,"2CHIP","R",4.6,3.75,1,"Low Volume","T","NoData",0,2,"R","COLLECTOR",25,4,"Rural Roads",-1,-1,"M5","F8","seal",193.2,0,0,2.38095238095238,0,0,0,0.5175983436853,0,0,0,0,20,TRUE,TRUE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Christchurch CC",12,"2015-05-03","1986-09-11","2023-10-07","2023-05-28","2010-08-20"
"WALLACEVILLE ROAD_00566",74,"WALLACEVILLE ROAD",566,974,"All","408",50,"none",0,192,12,2,"2CHIP3","R",7.6,10,7.2,"Primary Collector","T","NoData",0,2,"R","NoData",1785,8,"Rural Connectors",612,231,"NoData","NoData","seal",3101,0,0,0.206,0,0,0,0,0,0,0,0,53,FALSE,TRUE,3,"NoData","seal",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",12,"2011-03-16","1986-11-27","2023-11-27","2023-11-27","2019-03-16"
"RICCARTON RD_2120_id_2030",2030,"RICCARTON RD",2120,2160,"all","40",42.75055956,"none",0,108.75,50,1,"AC","R",9.42111740574331,4.65,5.65,"Regional","T","NoData",0,2,"U","MINOR ARTERIAL",26488,3.3,"Activity Streets",431,-1,"M3","F3","ac",376.844696229732,0.0663403260019864,0,5,0,0,0,0,0,0,0,0,100,TRUE,TRUE,3,"unknown","ac",0,0,-1,-1,-1,TRUE,"Christchurch CC",8,"2014-05-21","1960-07-03","2023-10-07","2023-06-01","2010-08-20"
"PHILIP STREET_14_id_472",472,"PHILIP STREET",14,178,"all","164",47.6532567,"naasra = 100 |",1,116.3,5,1,"1CHIP","R",12.7,4,7.1,"Access","T","NoData",0,2,"U","LOCAL",190,4.2,"Local Streets",-1,-1,"M4","F7","seal",2082.8,0,0,0,0,0,0,0.196850394,0,0,0,0,35,FALSE,FALSE,2,"4","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2003-06-16","1956-07-07","2023-10-07","2023-06-01","2010-08-20"
"DUNNS RD_3018_id_5133",5133,"DUNNS RD",3018,3192,"All","174",57.18404613,"none",0,148.05,5,1,"1CHIP","R",9.3,6,3,"Secondary Collector","B","NoData",0,2,"R","SECONDARY COLLECTOR",1653,10,"Peri-urban Roads",-1,-1,"M3","F6","seal",1618.2,0,0,0,0,0,0,0,0,0,0,0,40,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Invercargill CC",12,"2001-11-26","1997-07-22","2021-07-25","2022-07-11","2022-07-11"
"JAMIESONS ROAD_9937_id_301",301,"JAMIESONS ROAD",9937,10061,"all","124",14.62324393,"naasra = 100 |",1,75,11,1,"2CHIP","1",6.2,6,3.15,"Low Volume","T","NoData",0,2,"R","LOCAL",25,16,"Rural Roads",-1,-1,"M5","F8","seal",768.8,0.106112054,0,0,0,0,0,0.424448217,0,0,0,0,20,FALSE,FALSE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2022-06-04","2022-05-28","2023-10-07","2023-05-28","2019-09-08"
"WAIPORI PLACE_0_id_979",979,"WAIPORI PLACE",0,144,"all","144",62.8372234,"none",0,160.25,8,3,"SLRY","R",7.7,14.55,2.55,"Low Volume","T","NoData",0,2,"U","LOCAL",107,6.97,"Local Streets",548.16,200.31,"M5","F8","seal",1108.8,0,0,0,6.89655172413793,0,0,0,0,0,0,0,20,FALSE,TRUE,1,"unknown","seal",-1,-1,-1,-1,0.290233869241199,TRUE,"Timaru DC",12,"2023-06-27","1977-07-22","2021-07-11","2021-09-25","2021-09-25"
"OCEAN BEACH ROAD_1613_id_427",427,"OCEAN BEACH ROAD",1613,2459,"All","846",98.27729925,"lwpMeanRut = 41.1 | msd_lwp_remlife = 10.7 | Sealed_Crack/Joint = 7.6 | Pumping_Cracking = 5.9 | Removed_Marking = 5.7 | Mill & Fill - Fatigue Cracking = 5.6 | Construction_Joint = 4.7 |",7,66.5,40,1,"AC","R",8.38399056285811,8.25,5,"Arterial","T","Unknown",1,2,"U","ARTERIAL",14000,8.25,"Urban Connectors",469.9,101.09,"M2","F4","ac",7092.85601617796,0,0,8.5,58.5,65,0,0,0,0,0,0,75,FALSE,TRUE,6,"2","ac",-1,-1,1.84,-1,2.93878686700056,TRUE,"Tauranga CC",8,"2011-01-21","1985-04-21","2023-06-12","2023-07-19","2023-07-19"
"SUNRISE DRIVE_65_id_5851",5851,"SUNRISE DRIVE",65,132,"All","67",57.18404613,"none",0,65.7,11,2,"2CHIP","R",8.5,6,2,"Access","T","NoData",0,2,"R","ACCESS",211,10,"Local Streets",-1,-1,"M5","F7","seal",569.5,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,TRUE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Invercargill CC",12,"2018-11-27","2009-12-04","2021-08-05","2022-07-07","2022-07-07"
"CHALMERS AVENUE WEST_377_id_112",112,"CHALMERS AVENUE WEST",377,507,"all","130",85.91954023,"Stabilisation = 54.9 | naasra = 45.1 |",2,181.4,9,1,"RACK","R",9.7,5.1,9.3,"Primary Collector","T","NoData",0,1,"U","PRINCIPAL",2758,6,"Urban Connectors",2401.7,-1,"M3","F5","seal",1261,0,0,17,0,0,0,0,0,0,0,0,50,FALSE,FALSE,5,"4","seal",0,0,0.8,-1,3.08333333333333,TRUE,"Ashburton DC",12,"2013-08-05","1956-07-07","2023-10-07","2023-06-01","2019-09-08"
"KING STREET SOUTH (TKA)_167_id_1655",1655,"KING STREET SOUTH (TKA)",167,483,"all","316",19.30888148,"POTHOLERPR = 100 |",1,117.85,11,1,"2CHIP","2",10.5,7.05,3.95,"Secondary Collector","T","NoData",0,2,"U","LOCAL",465,14.98,"Local Streets",763.18,255.96,"M4","F6","seal",3318,0,0,0,0,0,0,0,0,0,0,0,40,FALSE,TRUE,3,"unknown","seal",0,3,28.8,-1,2.61162044464818,TRUE,"Timaru DC",12,"2017-03-09","2014-11-23","2021-06-26","2021-09-29","2021-09-29"
"EARL ROAD_5524_id_265",265,"EARL ROAD",5524,6093,"all","569",6.82024856,"naasra = 82.8 |",1,79.15,7,3,"2CHIP","R",7,8.75,4.75,"Primary Collector","T","NoData",0,2,"R","PRINCIPAL",869,9.81,"Rural Connectors",1771.4,580.49,"M3","F5","seal",3983,0,0,0,0,0,0,0,0,0,0,0,50,FALSE,TRUE,3,"unknown","seal",0,5,21.2,-1,2.82936053174421,TRUE,"Timaru DC",12,"2019-04-07","1965-07-18","2021-06-26","2023-06-30","2023-06-30"
"AVIAN ROAD_00327",233,"AVIAN ROAD",327,338,"All","11",50,"none",0,224,25,2,"AC","R",4.3,7,4,"Low Volume","T","NoData",0,2,"U","NoData",152,3,"Peri-urban Roads",1539,528,"NoData","NoData","ac",47,0.106,0,7.934,0,0,0,65.957,0,0,0,0,30,FALSE,TRUE,2,"NoData","ac",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",8,"2008-08-09","1964-11-26","2023-11-27","2023-11-27","2023-11-27"
"HALF CHAIN ROAD_4150_id_250",250,"HALF CHAIN ROAD",4150,4186,"all","36",47.6532567,"none",0,75,11,1,"2CHIP","R",4.5,6,3.15,"Low Volume","T","NoData",0,1,"R","LOCAL",20,11,"Rural Roads",-1,-1,"M5","F8","seal",162,0.716845878,0,6.451612903,0,0,0,0,0,0,0,0,20,FALSE,FALSE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2022-05-21","1956-07-07","2023-10-07","2023-06-01","2019-09-08"
"MATEMURI DRIVE_232_id_1355",1355,"MATEMURI DRIVE",232,289,"All","57",23.92331203,"Construction_Joint = 72.2 | Patching = 27.8 |",2,116.65,25,1,"AC","2",7.6,3,3.95,"Access","T","Unknown",0,2,"U","ACCESS",210,3.73,"Local Streets",-1,-1,"M5","F7","ac",433.2,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,FALSE,2,"4","seal",-1,-1,-1,-1,-1,TRUE,"Tauranga CC",8,"2003-05-03","2003-05-03","2023-06-01","2023-07-04","2023-07-04"
"STERNDALE VALLEY ROAD_3200_id_896",896,"STERNDALE VALLEY ROAD",3200,3600,"all","400",62.8372234,"none",0,100.3,11,2,"2CHIP","R",5.5,5,3,"Low Volume","T","NoData",0,2,"R","LOCAL",9,12.25,"NoData",-1,-1,"NoData","NoData","seal",2200,0,0,0,0,0,0,0,0,0,0,0,20,FALSE,TRUE,2,"NoData","seal",-1,-1,-1,-1,-1,TRUE,"Timaru DC",12,"2015-06-16","1985-07-25","2021-07-03","2021-09-22","2021-09-22"
"PINE AVENUE_00418",276,"PINE AVENUE",418,453,"All","35",50,"none",0,108,40,3,"AC","R",11.9,3,3,"Primary Collector","T","NoData",0,2,"U","NoData",5952,6,"Urban Connectors",516,153,"NoData","NoData","ac",416,0,0,0,0,0,0,0,0,0,0,0,50,FALSE,TRUE,5,"NoData","ac",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",8,"2023-11-27","1961-11-26","2023-11-27","2023-11-27","2013-10-21"
"PRICE ST_0_id_5552",5552,"PRICE ST",0,356,"All","356",57.18404613,"none",0,99.5,10,1,"2CHIP","R",9,6,4,"Access","T","NoData",0,2,"U","ACCESS",1600,6,"Local Streets",-1,-1,"M4","F7","seal",3204,0.015605493,0,0.561797753,1.123595506,0,1.123595506,0.187265918,0,0,0,0,35,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Invercargill CC",12,"2010-11-27","1971-08-17","2021-07-18","2022-07-11","2022-07-11"
"JOHNSTONE STREET (HINDS)_10_id_307",307,"JOHNSTONE STREET (HINDS)",10,130,"all","120",47.6532567,"none",0,110.5,11,1,"2CHIP","R",13.4,5,4,"Low Volume","T","NoData",0,2,"U","LOCAL",25,29.5,"Local Streets",-1,-1,"M5","F8","seal",1608,0,0,0,0,0,0,0,0,0,0,0,20,FALSE,FALSE,1,"5","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2014-07-26","1956-07-07","2023-10-07","2022-05-14","2019-09-08"
"MARINE PARADE_63_id_359",359,"MARINE PARADE",63,140,"All","77",55.51542095,"Sealed_Crack/Joint = 63.9 | MILLFILL FATIGCK = 17.7 |",2,69.95,55,1,"AC","R",9.6,1,2,"Primary Collector","T","Unknown",1,2,"U","PRIMARY COLLECTOR",28000,7.87,"Activity Streets",555.03,156.05,"M3","F5","ac",739.2,0,0,0,0,0,0,0,0,0,0,0,50,FALSE,FALSE,5,"2","seal",0,1,64.1,-1,0.941506548602718,TRUE,"Tauranga CC",8,"2022-12-26","1971-02-22","2023-05-28","2023-06-16","2023-06-16"
"PATITI POINT_4_id_1732",1732,"PATITI POINT",4,37,"all","33",62.8372234,"none",0,76,5,2,"2CHIP","R",4.2,3,1,"Low Volume","T","NoData",0,1,"U","LOCAL",394,3.74,"Local Streets",-1,-1,"M4","F8","seal",138.6,0,0,0,0,0,0,0,0,0,0,0,20,FALSE,TRUE,1,"unknown","seal",-1,-1,-1,-1,-1,TRUE,"Timaru DC",12,"2015-09-11","1980-08-12","2021-07-07","2021-09-22","2021-09-22"
